"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Nowe Ostrowy";"gmina do 20 tyś.";"100208";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA-WSPÓLNOT";"DSK-7503-85/10";"wyborczy w gminie do 20 tys.";"1";"Broda";"Dariusz Robert";"M";"39";"wyższe";;;"100208";"Nowe Ostrowy";"Wołodrza";;"N";"156";"10,11"
"1";"Wodzierady";"gmina do 20 tyś.";"100305";"Reeve";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE";"DSR-7503-27/10";"wyborczy";"5";"Szafrańska";"Renata Mirosława";"K";"36";"wyższe";;;"100302";"Łask";"Anielin";;"N";"291";"17,59"
"1";"Wodzierady";"gmina do 20 tyś.";"100305";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""GMINA - TO NASZ WSPÓLNY DOM""";"DSR-7503-93/10";"wyborczy w gminie do 20 tys.";"3";"Pakuła";"Ewa Agnieszka";"K";"35";"wyższe";;;"100305";"Wodzierady";"Kwiatkowice Kolonia";;"N";"128";"7,74"
"1";"Wodzierady";"gmina do 20 tyś.";"100305";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"4";"Płonek";"Bożena Maria";"K";"61";"wyższe";"członek Polskiego Stronnictwa Ludowego";"popierana przez Polskie Stronnictwo Ludowe";"100305";"Wodzierady";"Leśnica";;"2";"692";"41,84"
"1";"Wodzierady";"gmina do 20 tyś.";"100305";"Reeve";"KOMITET WYBORCZY WYBORCÓW WOJCIECHA AUGUSTYNIAKA";"DSR-7503-121/10";"wyborczy w gminie do 20 tys.";"1";"Augustyniak";"Wojciech";"M";"56";"średnie";;;"100305";"Wodzierady";"Magdalenów";;"2";"368";"22,25"
"1";"Wodzierady";"gmina do 20 tyś.";"100305";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""STRAŻACY - WSPÓLNA SPRAWA""";"DSR-7503-78/10";"wyborczy";"2";"Owczarek";"Aleksandra Maria";"K";"35";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"100305";"Wodzierady";"Leśnica";;"N";"175";"10,58"
"1";"Głuchów";"gmina do 20 tyś.";"101502";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Kowara";"Andrzej";"M";"54";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"101502";"Głuchów";"Głuchów";;"T";"1815";"60,26"
"1";"Biała Rawska";"gmina do 20 tyś.";"101302";"Mayor";"KOMITET WYBORCZY WYBORCÓW GMINA NA PLUS";"DSK-7503-90/10";"wyborczy w gminie do 20 tys.";"2";"Lesiak";"Tomasz Łukasz";"M";"35";"wyższe";;;"101302";"Biała Rawska";"Biała Rawska";;"N";"568";"10,71"
"1";"Biała Rawska";"gmina do 20 tyś.";"101302";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE BEZ PODZIAŁÓW";"DSK-7503-67/10";"wyborczy w gminie do 20 tys.";"1";"Adamczyk";"Wacław Jacek";"M";"52";"wyższe";;;"101302";"Biała Rawska";"Biała Rawska";;"2";"1555";"29,32"
"1";"Biała Rawska";"gmina do 20 tyś.";"101302";"Mayor";"KOMITET WYBORCZY WYBORCÓW POMYŚLNA GMINA";"DSK-7503-155/10";"wyborczy w gminie do 20 tys.";"5";"Szcześniak";"Zbigniew Marek";"M";"43";"wyższe";;;"101302";"Biała Rawska";"Biała Rawska";;"N";"389";"7,34"
"1";"Ładzice";"gmina do 20 tyś.";"101209";"Reeve";"KOMITET WYBORCZY FORUM SAMORZĄDOWO-GOSPODARCZE";"DPT-7502-5/10";"organizacja";"1";"Bracka";"Katarzyna Sylwia";"K";"39";"wyższe";;;"101206";"Kobiele Wielkie";"Posadówka";;"N";"209";"9,47"
"1";"Pęczniew";"gmina do 20 tyś.";"101102";"Reeve";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"1";"Janiak";"Marcin Bartłomiej";"M";"37";"wyższe";;;"101102";"Pęczniew";"Drużbin";;"2";"649";"32,50"
"1";"Kutno";"gmina pow. 20 tyś.";"100201";"President";"KOMITET WYBORCZY WYBORCÓW PRAWO I SAMORZĄD";"DSK-7503-103/10";"wyborczy";"3";"Pawlak";"Jerzy Wojciech";"M";"47";"Wyższe";;;"100201";"Kutno";"Kutno";;"N";"423";"2,56"
"1";"Kutno";"gmina pow. 20 tyś.";"100201";"President";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"4";"Runiński";"Jerzy Karol";"M";"57";"Wyższe Techniczne";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"100201";"Kutno";"Kutno";;"N";"665";"4,03"
"1";"Kutno";"gmina pow. 20 tyś.";"100201";"President";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Kłopotowski";"Konrad";"M";"48";"Średnie";"członek Prawa i Sprawiedliwości";;"100201";"Kutno";"Kutno";;"N";"798";"4,83"
