"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Ciężkowice";"gmina do 20 tyś.";"121601";"Mayor";"KOMITET WYBORCZY WYBORCÓW ZIEMI CIĘŻKOWICKIEJ";"DTA-7503-158/10";"wyborczy w gminie do 20 tys.";"5";"Zabawski";"Witold Tomasz";"M";"27";"wyższe";;;"121601";"Ciężkowice";"Bogoniowice";;"N";"72";"1,49"
"1";"Stryszawa";"gmina do 20 tyś.";"121507";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSPÓLNA SPRAWA GMINA STRYSZAWA";"DNS-7503-181/10";"wyborczy w gminie do 20 tys.";"1";"Lasek";"Rafał Piotr";"M";"34";"wyższe";;;"121507";"Stryszawa";"Stryszawa";;"2";"2249";"45,94"
"1";"Stryszawa";"gmina do 20 tyś.";"121507";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""WSPÓLNA GMINA STRYSZAWA""";"DNS-7503-177/10";"wyborczy w gminie do 20 tys.";"2";"Wojtyłko";"Mirosław Adam";"M";"37";"wyższe";;;"121507";"Stryszawa";"Stryszawa";;"N";"828";"16,92"
"1";"Miechów";"gmina do 20 tyś.";"120805";"Mayor";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNY REGION MIECHOWSKI";"DKR-7503-7/10";"wyborczy";"3";"Muszyński";"Jerzy Henryk";"M";"61";"wyższe techniczne";;;"120805";"Miechów";"Miechów";;"N";"1625";"19,57"
"1";"Podegrodzie";"gmina do 20 tyś.";"121014";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"4";"Uszko";"Marek Krzysztof";"M";"50";"Wyższe";;;"121014";"Podegrodzie";"Brzezna";;"N";"351";"6,37"
"1";"Podegrodzie";"gmina do 20 tyś.";"121014";"Reeve";"KOMITET WYBORCZY WYBORCÓW BUDŻET i ODPOWIEDZIALNOŚĆ";"DNS-7503-156/10";"wyborczy w gminie do 20 tys.";"2";"Łatka";"Stanisław";"M";"44";"Wyższe";;;"121014";"Podegrodzie";"Podegrodzie";;"2";"2315";"42,05"
"1";"Podegrodzie";"gmina do 20 tyś.";"121014";"Reeve";"KOMITET WYBORCZY WYBORCÓW STAWIAMY NA ROZWÓJ";"DNS-7503-3/10";"wyborczy w gminie do 20 tys.";"3";"Sudo";"Grzegorz Mieczysław";"M";"53";"Wyższe";;;"121014";"Podegrodzie";"Brzezna";;"N";"340";"6,18"
"1";"Podegrodzie";"gmina do 20 tyś.";"121014";"Reeve";"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY GROMALA";"DNS-7503-148/10";"wyborczy w gminie do 20 tys.";"1";"Gromala";"Małgorzata Danuta";"K";"46";"Wyższe";;;"120708";"Łukowica";"Jadamwola";;"2";"2500";"45,41"
"1";"Niepołomice";"gmina pow. 20 tyś.";"121904";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"1";"Burda";"Marek Leszek";"M";"42";"Wyższe";"członek Prawa i Sprawiedliwości";;"121904";"Niepołomice";"Niepołomice";;"N";"1301";"13,28"
"1";"Zakopane";"gmina pow. 20 tyś.";"121701";"Mayor";"KOMITET WYBORCZY TATRZAŃSKI KLUB NIEZALEŻNYCH";"DNS-7502-2/10";"organizacja";"4";"Majoch";"Tadeusz";"M";"55";"wyższe";;;"121701";"Zakopane";"Zakopane";;"N";"682";"6,19"
"1";"Zembrzyce";"gmina do 20 tyś.";"121509";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""SAMORZĄDNI ZEMBRZYCE""";"DNS-7503-203/10";"wyborczy w gminie do 20 tys.";"4";"Stypuła";"Eugeniusz";"M";"63";"wyższe";;;"121509";"Zembrzyce";"Tarnawa Dolna";;"2";"923";"33,43"
"1";"Łapsze Niżne";"gmina do 20 tyś.";"121108";"Reeve";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNA GMINA - 2014";"DNS-7503-158/10";"wyborczy w gminie do 20 tys.";"2";"Ostrowska";"Helena";"K";"47";"Wyższe";;;"121108";"Łapsze Niżne";"Łapsze Niżne";;"N";"1467";"47,19"
"1";"Chełmek";"gmina do 20 tyś.";"121303";"Mayor";"KOMITET WYBORCZY WYBORCÓW SAMORZĄD GMINY 2010";"DKR-7503-138/10";"wyborczy w gminie do 20 tys.";"3";"Saternus";"Andrzej Stanisław";"M";"54";"średnie techniczne";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"121303";"Chełmek";"Gorzów";;"T";"3411";"64,18"
"1";"Wadowice";"gmina pow. 20 tyś.";"121809";"Mayor";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Jurczak";"Zbigniew Marek";"M";"63";"wyższe";;;"121809";"Wadowice";"Wadowice";;"N";"4201";"32,41"
"1";"Iwanowice";"gmina do 20 tyś.";"120603";"Reeve";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNA GMINA IWANOWICE";"DKR-7503-148/10";"wyborczy w gminie do 20 tys.";"3";"Tomaszek";"Zbigniew Antoni";"M";"58";"wyższe rolniczo-ekonomiczne";"członek Polskiego Stronnictwa Ludowego";;"120603";"Iwanowice";"Iwanowice Dworskie";;"2";"1042";"30,19"
"1";"Radziemice";"gmina do 20 tyś.";"121406";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"1";"Daros";"Zbigniew Stanisław";"M";"53";"Średnie";"członek Polskiego Stronnictwa Ludowego";;"121406";"Radziemice";"Łętkowice-Kolonia";;"2";"430";"28,01"
"1";"Wolbrom";"gmina pow. 20 tyś.";"121207";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""OBYWATELSKI RUCH ODNOWY""";"DKR-7503-29/10";"wyborczy";"7";"Starzyk";"Stanisław Ireneusz";"M";"62";"Wyższe";;;"121207";"Wolbrom";"Wolbrom";"złożył następujące oświadczenie: pracowałem w organach bezpieczeństwa państwa w rozumieniu ustawy z dnia ustawy z dnia 18 października 2006 r. o ujawnianiu informacji o dokumentach organów bezpieczeństwa państwa z lat 1944-1990 oraz treści tych dokumentów (Dz. U z 2007 r. Nr 63, poz. 425, z późn. zm.)";"N";"428";"4,01"
"1";"Wolbrom";"gmina pow. 20 tyś.";"121207";"Mayor";"KOMITET WYBORCZY WYBORCÓW NASZ WOLBROM";"DKR-7503-207/10";"wyborczy";"1";"Augustowski";"Krzysztof";"M";"45";"wyższe";;;"121207";"Wolbrom";"Wolbrom";;"N";"470";"4,40"
"1";"Wolbrom";"gmina pow. 20 tyś.";"121207";"Mayor";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA ZIEMI OLKUSKIEJ PRZYMIERZE";"DKR-7503-3/10";"wyborczy";"3";"Górnicki";"Jerzy Marian";"M";"64";"wyższe techniczne";;;"121207";"Wolbrom";"Wolbrom";;"N";"1060";"9,92"
"1";"Krościenko nad Dunajcem";"gmina do 20 tyś.";"121106";"Reeve";"KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ W GMINIE";"DNS-7503-233/10";"wyborczy w gminie do 20 tys.";"3";"Wojtarowicz";"Ryszard Eugeniusz";"M";"61";"wyższe";;;"121106";"Krościenko nad Dunajcem";"Krościenko nad Dunajcem";;"N";"678";"23,66"
"1";"Maków Podhalański";"gmina do 20 tyś.";"121506";"Mayor";"KOMITET WYBORCZY WYBORCÓW PAWŁA SALI";"DNS-7503-175/10";"wyborczy w gminie do 20 tys.";"2";"Sala";"Paweł Stanisław";"M";"38";"wyższe";;;"121506";"Maków Podhalański";"Maków Podhalański";;"T";"3892";"61,38"
"1";"Bobowa";"gmina do 20 tyś.";"120503";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""PRZYSZŁOŚĆ""";"DNS-7503-70/10";"wyborczy w gminie do 20 tys.";"1";"Ligęza";"Wacław Jan";"M";"52";"Wyższe";;;"120503";"Bobowa";"Wilczyska";;"T";"2315";"64,00"
"1";"Bobowa";"gmina do 20 tyś.";"120503";"Mayor";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Nalepka";"Jerzy Andrzej";"M";"55";"Wyższe";"członek Polskiego Stronnictwa Ludowego";;"120503";"Bobowa";"Bobowa";;"N";"1302";"36,00"
