"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Gronowo Elbląskie";"gmina do 20 tyś.";"280403";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""CZAS NA ZMIANY""";"DEL-7503-66/10";"wyborczy w gminie do 20 tys.";"1";"Hoppe";"Dariusz Robert";"M";"35";"Wyższe";;;"280403";"Gronowo Elbląskie";"Gronowo Elbląskie";;"N";"182";"9,63"
"1";"Gronowo Elbląskie";"gmina do 20 tyś.";"280403";"Reeve";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA";"DEL-7503-21/10";"wyborczy w gminie do 20 tys.";"2";"Lewicki";"Aleksander";"M";"54";"Wyższe";;;"280403";"Gronowo Elbląskie";"Nowy Dwór Elbląski";;"2";"902";"47,75"
"1";"Gronowo Elbląskie";"gmina do 20 tyś.";"280403";"Reeve";"KOMITET WYBORCZY WYBORCÓW DANUTY OLEKSIAK ""TWOJA GMINA""";"DEL-7503-194/10";"wyborczy";"3";"Oleksiak";"Danuta";"K";"41";"Wyższe";;;"280403";"Gronowo Elbląskie";"Wikrowo";;"2";"805";"42,62"
"1";"Jedwabno";"gmina do 20 tyś.";"281703";"Reeve";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA JEDWABNO";"DOL-7503-154/10";"wyborczy w gminie do 20 tys.";"1";"Budny";"Włodzimierz Ignacy";"M";"57";"średnie";;;"281703";"Jedwabno";"Jedwabno";;"2";"484";"27,04"
"1";"Wielbark";"gmina do 20 tyś.";"281708";"Reeve";"KOMITET WYBORCZY WYBORCÓW CZAS NA WIELBARK";"DOL-7503-102/10";"wyborczy w gminie do 20 tys.";"1";"Zapadka";"Grzegorz";"M";"49";"wyższe";;;"281708";"Wielbark";"Wielbark";;"T";"1836";"84,45"
"1";"Banie Mazurskie";"gmina do 20 tyś.";"281801";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""WSPÓLNA SPRAWA BAŃ MAZURSKICH""";"DOL-7503-82/10";"wyborczy w gminie do 20 tys.";"4";"Sobuta";"Jan";"M";"60";"wyższe";;;"281801";"Banie Mazurskie";"Surminy";;"2";"656";"35,36"
"1";"Pasym";"gmina do 20 tyś.";"281704";"Mayor";"KOMITET WYBORCZY STOWARZYSZENIE ""WSPÓLNOTA SAMORZĄDOWA POWIATU SZCZYCIEŃSKIEGO"" W SZCZYTNIE";"DOL-7502-1/10";"organizacja";"3";"Nosowicz";"Wiesław Kazimierz";"M";"51";"średnie";;;"281704";"Pasym";"Pasym";;"N";"429";"17,25"
"1";"Miłomłyn";"gmina do 20 tyś.";"281507";"Mayor";"KOMITET WYBORCZY WYBORCÓW STANISŁAWA SIWKOWSKIEGO";"DEL-7503-20/10";"wyborczy w gminie do 20 tys.";"3";"Siwkowski";"Stanisław Henryk";"M";"55";"średnie techniczne";;;"281507";"Miłomłyn";"Miłomłyn";;"2";"687";"31,02"
"1";"Płośnica";"gmina do 20 tyś.";"280305";"Reeve";"KOMITET WYBORCZY WYBORCÓW SAMORZĄD 2010";"DEL-7503-27/10";"wyborczy";"1";"Groblewski";"Krzysztof";"M";"51";"wyższe";;;"280305";"Płośnica";"Płośnica";;"2";"1069";"42,86"
"1";"Susz";"gmina do 20 tyś.";"280706";"Mayor";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDOWE POROZUMIENIE OBYWATELI";"DEL-7503-205/10";"wyborczy w gminie do 20 tys.";"1";"Pietrzykowski";"Krzysztof Stefan";"M";"56";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"280706";"Susz";"Susz";;"T";"3445";"59,36"
"1";"Bisztynek";"gmina do 20 tyś.";"280104";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""AKTYWNA GMINA""";"DEL-7503-99/10";"wyborczy w gminie do 20 tys.";"2";"Wójcik";"Jan";"M";"54";"wyższe";;;"280104";"Bisztynek";"Sątopy";;"T";"1297";"53,84"
