"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Jedlicze";"gmina do 20 tyś.";"180704";"Mayor";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNA GMINA";"DKO-7503-154/10";"wyborczy w gminie do 20 tys.";"2";"Urbanik";"Jolanta Teresa";"K";"40";"wyższe";;;"180704";"Jedlicze";"Jaszczew";;"N";"2782";"45,29"
"1";"Skołyszyn";"gmina do 20 tyś.";"180509";"Reeve";"KOMITET WYBORCZY WYBORCÓW PRZYMIERZE SAMORZĄDOWE PODKARPACIA";"DKO-7503-5/10";"wyborczy";"2";"Kołodziej";"Janusz Adam";"M";"51";"średnie";;;"180509";"Skołyszyn";"Skołyszyn";;"N";"432";"8,15"
"1";"Tyrawa Wołoska";"gmina do 20 tyś.";"181706";"Reeve";"KOMITET WYBORCZY STOWARZYSZENIE ""ZJEDNOCZENI SAMORZĄDOWCY ZIEMI SANOCKIEJ""";"DKO-7502-8/10";"organizacja";"3";"Rudkowska";"Zofia Krystyna";"K";"58";"wyższe";;;"181706";"Tyrawa Wołoska";"Tyrawa Wołoska";;"N";"209";"24,27"
"1";"Mielec";"gmina pow. 20 tyś.";"181101";"President";"KOMITET WYBORCZY WYBORCÓW PATRIOTYCZNY RUCH SAMORZĄDOWY ""POKOLENIA-RAZEM""";"DTG-7503-34/10";"wyborczy";"3";"Maj";"Grzegorz";"M";"30";"wyższe";;;"181103";"Czermin";"Wola Otałęska";;"N";"2569";"11,75"
"1";"Cisna";"gmina do 20 tyś.";"182102";"Reeve";"KOMITET WYBORCZY WYBORCÓW GMINA CISNA WSPÓLNA SPRAWA";"DKO-7503-114/10";"wyborczy w gminie do 20 tys.";"2";"Wierzbicki";"Jakub Marcin";"M";"32";"wyższe";;;"182102";"Cisna";"Cisna";;"N";"301";"33,86"
"1";"Jedlicze";"gmina do 20 tyś.";"180704";"Mayor";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA - NASZ DOM";"DKO-7503-1/10";"wyborczy w gminie do 20 tys.";"1";"Sanocki";"Zbigniew Józef";"M";"46";"wyższe";;;"180704";"Jedlicze";"Jedlicze";"złożył następujące oświadczenie: byłem współpracownikiem organów bezpieczeństwa państwa w rozumieniu ustawy z dnia ustawy z dnia 18 października 2006 r. o ujawnianiu informacji o dokumentach organów bezpieczeństwa państwa z lat 1944-1990 oraz treści tych dokumentów (Dz. U z 2007 r. Nr 63, poz. 425, z późn. zm.)";"T";"3174";"51,68"
"1";"Chmielnik";"gmina do 20 tyś.";"181604";"Reeve";"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA GRADA";"DRZ-7503-48/10";"wyborczy w gminie do 20 tys.";"2";"Grad";"Krzysztof Paweł";"M";"41";"wyższe";;;"186301";"Rzeszów";"Rzeszów";;"T";"1881";"72,15"
"1";"Domaradz";"gmina do 20 tyś.";"180202";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Leń";"Zbigniew";"M";"45";"wyższe";"członek Prawa i Sprawiedliwości";;"180202";"Domaradz";"Domaradz";;"N";"537";"18,62"
"1";"Domaradz";"gmina do 20 tyś.";"180202";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSI BARYCZ-DOMARADZ-GOLCOWA";"DKO-7503-27/10";"wyborczy w gminie do 20 tys.";"1";"Kędra";"Jan";"M";"52";"średnie";;;"180202";"Domaradz";"Golcowa";;"2";"990";"34,33"
"1";"Bojanów";"gmina do 20 tyś.";"181802";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""ZIEMIA BOJANOWSKA""";"DTG-7503-125/10";"wyborczy w gminie do 20 tys.";"1";"Serafin";"Sławomir Andrzej";"M";"36";"wyższe";;;"181802";"Bojanów";"Stany";;"T";"2237";"82,03"
