"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Szczekociny";"gmina do 20 tyś.";"241608";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"6";"POŚPIECH";"JERZY ADAM";"M";"50";"WYŻSZE";"członek Prawa i Sprawiedliwości";;"261306";"Włoszczowa";"KNAPÓWKA";;"N";"115";"2,61"
"1";"Porąbka";"gmina do 20 tyś.";"240208";"Reeve";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"2";"Chwała";"Tadeusz Włodzimierz";"M";"42";"wyższe";;;"240208";"Porąbka";"Porąbka";;"N";"787";"12,44"
"1";"Jeleśnia";"gmina do 20 tyś.";"241704";"Reeve";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA ZIEMI ŻYWIECKIEJ";"DBB-7503-2/10";"wyborczy";"3";"Dybek";"Franciszek";"M";"59";"średnie";;;"241704";"Jeleśnia";"Jeleśnia";;"N";"1480";"19,40"
"1";"Ruda Śląska";"miasto na prawach powiatu";"247201";"President";"KOMITET WYBORCZY WYBORCÓW ""POROZUMIENIE DLA RUDY ŚLĄSKIEJ""";"DKT-7503-8/10";"wyborczy";"1";"Dziedzic";"Grażyna";"K";"56";"wyższe";;;"247201";"Ruda Śląska";"Ruda Śląska";;"2";"13533";"30,89"
"1";"Irządze";"gmina do 20 tyś.";"241603";"Reeve";"KOMITET WYBORCZY WYBORCÓW RAZEM DO GMINY";"DCZ-7503-281/10";"wyborczy w gminie do 20 tys.";"1";"Molenda";"Jan Piotr";"M";"46";"średnie";;;"241603";"Irządze";"Witów";;"T";"1248";"90,50"
"1";"Szczekociny";"gmina do 20 tyś.";"241608";"Mayor";"KOMITET WYBORCZY WYBORCÓW WYBIERZMY WSPÓLNIE PRZYSZŁOŚĆ";"DCZ-7503-171/10";"wyborczy w gminie do 20 tys.";"3";"DREJ";"ELŻBIETA GRAŻYNA";"K";"46";"WYŻSZE";;;"241608";"Szczekociny";"SZCZEKOCINY";;"N";"295";"6,68"
"1";"Szczekociny";"gmina do 20 tyś.";"241608";"Mayor";"KOMITET WYBORCZY WYBORCÓW LIDERZY ZMIAN";"DCZ-7503-253/10";"wyborczy w gminie do 20 tys.";"2";"DOBRZYNIEWICZ";"KRZYSZTOF FRANCISZEK";"M";"57";"WYŻSZE";;;"241608";"Szczekociny";"SZCZEKOCINY";;"2";"1362";"30,86"
"1";"Czerwionka-Leszczyny";"gmina pow. 20 tyś.";"241201";"Mayor";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA SUBREGIONU";"DKT-7503-3/10";"wyborczy";"2";"Salamon";"Leszek Krzysztof";"M";"53";"wyższe";"członek Prawa i Sprawiedliwości";;"241201";"Czerwionka-Leszczyny";"Czerwionka-Leszczyny";;"N";"4803";"34,68"
"1";"Ruda Śląska";"miasto na prawach powiatu";"247201";"President";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"4";"Stania";"Andrzej";"M";"62";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"247201";"Ruda Śląska";"Ruda Śląska";;"2";"16219";"37,02"
"1";"Goleszów";"gmina do 20 tyś.";"240307";"Reeve";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA GOLESZÓW";"DBB-7503-58/10";"wyborczy w gminie do 20 tys.";"1";"Glajcar";"Krzysztof Józef";"M";"46";"średnie";;;"240307";"Goleszów";"Dzięgielów";;"T";"2535";"55,42"
"1";"Rudnik";"gmina do 20 tyś.";"241108";"Reeve";"KOMITET WYBORCZY WYBORCÓW NORBERTA PARYSA";"DKT-7503-183/10";"wyborczy w gminie do 20 tys.";"2";"Parys";"Norbert";"M";"48";"wyższe";;;"241108";"Rudnik";"Brzeźnica";;"N";"342";"17,52"
"1";"Świerklaniec";"gmina do 20 tyś.";"241307";"Reeve";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNY SAMORZĄD";"DKT-7503-4/10";"wyborczy";"2";"Flakus";"Kazimierz Jerzy";"M";"48";"wyższe";;;"241307";"Świerklaniec";"Nowe Chechło";;"T";"2595";"59,07"
"1";"Koszęcin";"gmina do 20 tyś.";"240706";"Reeve";"KOMITET WYBORCZY WYBORCÓW GMINA 2010 I LUCJAN KARASIEWICZ";"DCZ-7503-10/10";"wyborczy w gminie do 20 tys.";"1";"Karasiewicz";"Lucjan Dominik";"M";"31";"Wyższe";"członek Prawa i Sprawiedliwości";;"240706";"Koszęcin";"Koszęcin";;"N";"1046";"21,33"
"1";"Sławków";"gmina do 20 tyś.";"240108";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""PRZYSZŁOŚĆ DLA SŁAWKOWA""";"DKT-7503-208/10";"wyborczy w gminie do 20 tys.";"3";"Prowancki";"Zdzisław Eugeniusz";"M";"54";"wyższe techniczne";;;"240108";"Sławków";"Sławków";;"N";"160";"4,69"
"1";"Ożarowice";"gmina do 20 tyś.";"241306";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Czapla";"Jarosław";"M";"33";"wyższe";"członek Prawa i Sprawiedliwości";;"241306";"Ożarowice";"Zendek";;"N";"461";"17,04"
"1";"Szczekociny";"gmina do 20 tyś.";"241608";"Mayor";"KOMITET WYBORCZY WYBORCÓW OBYWATELE";"DCZ-7503-42/10";"wyborczy w gminie do 20 tys.";"7";"SZRENIAWSKI";"MIROSŁAW MAREK";"M";"50";"WYŻSZE";;;"241608";"Szczekociny";"SZCZEKOCINY";;"N";"114";"2,58"
"1";"Szczekociny";"gmina do 20 tyś.";"241608";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""WSPÓLNIE-RAZEM DLA DOBRA GMINY""";"DCZ-7503-91/10";"wyborczy w gminie do 20 tys.";"8";"WÓJCIK";"STANISŁAW EDMUND";"M";"56";"WYŻSZE";;;"241608";"Szczekociny";"SZCZEKOCINY";;"N";"751";"17,02"
"1";"Szczekociny";"gmina do 20 tyś.";"241608";"Mayor";"KOMITET WYBORCZY WYBORCÓW NOWA JAKOŚĆ W SZCZEKOCINACH";"DCZ-7503-310/10";"wyborczy w gminie do 20 tys.";"5";"MOLUS";"LESZEK";"M";"49";"WYŻSZE";"członek Sojuszu Lewicy Demokratycznej";;"241608";"Szczekociny";"SZCZEKOCINY";;"N";"57";"1,29"
"1";"Ruda Śląska";"miasto na prawach powiatu";"247201";"President";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"5";"Wieszołek";"Jarosław Maciej";"M";"39";"wyższe";;;"247201";"Ruda Śląska";"Ruda Śląska";;"N";"5575";"12,72"
"1";"Miedźna";"gmina do 20 tyś.";"241003";"Reeve";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA";"DBB-7503-239/10";"wyborczy w gminie do 20 tys.";"1";"Gwóźdź";"Anna Zofia";"K";"59";"średnie";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"241003";"Miedźna";"Gilowice";;"N";"1132";"21,06"
"1";"Miedźna";"gmina do 20 tyś.";"241003";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Śmieja";"Bronisław Marek";"M";"50";"średnie";;;"241003";"Miedźna";"Miedźna";;"N";"1501";"27,93"
"1";"Radzionków";"gmina do 20 tyś.";"241303";"Mayor";"KOMITET WYBORCZY WYBORCÓW INICJATYWA MIESZKAŃCÓW RADZIONKOWA";"DKT-7503-65/10";"wyborczy w gminie do 20 tys.";"3";"Tobor";"Gabriel Franciszek";"M";"49";"wyższe ekonomiczne";;;"241303";"Radzionków";"Radzionków";;"T";"5116";"76,58"
"1";"Rudziniec";"gmina do 20 tyś.";"240505";"Reeve";"KOMITET WYBORCZY WYBORCÓW HENRYKA TARGOWSKIEGO";"DKT-7503-265/10";"wyborczy w gminie do 20 tys.";"2";"Targowski";"Henryk Kazimierz";"M";"57";"wyższe";;;"240505";"Rudziniec";"Rudziniec";;"N";"1274";"37,93"
"1";"Dąbrowa Górnicza";"miasto na prawach powiatu";"246501";"President";"KOMITET WYBORCZY WYBORCÓW  DARIUSZA FRĄCZKA";"DKT-7503-72/10";"wyborczy";"4";"Frączek";"Dariusz Robert";"M";"47";"średnie techniczne";;;"246501";"Dąbrowa Górnicza";"Dąbrowa Górnicza";;"N";"446";"1,04"
"1";"Szczyrk";"gmina do 20 tyś.";"240201";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Fabia";"Tadeusz Franciszek";"M";"70";"średnie";"członek Prawa i Sprawiedliwości";;"240201";"Szczyrk";"Szczyrk";;"N";"219";"8,81"
"1";"Tychy";"miasto na prawach powiatu";"247701";"President";"KOMITET WYBORCZY WYBORCÓW PREZYDENTA ANDRZEJA DZIUBY";"DKT-7503-90/10";"wyborczy";"2";"Dziuba";"Andrzej Józef";"M";"53";"wyższe";;;"247701";"Tychy";"Tychy";;"T";"24872";"55,94"
"1";"Mszana";"gmina do 20 tyś.";"241509";"Reeve";"KOMITET WYBORCZY WYBORCÓW INICJATYWA SAMORZĄDOWA GMINY MSZANA";"DBB-7503-123/10";"wyborczy w gminie do 20 tys.";"3";"Walkowski";"Dariusz Alojzy";"M";"49";"Wyższe";;;"241509";"Mszana";"Mszana";;"N";"439";"13,37"
"1";"Koszarawa";"gmina do 20 tyś.";"241705";"Reeve";"KOMITET WYBORCZY WYBORCÓW KOSZARAWA RAZEM";"DBB-7503-106/10";"wyborczy w gminie do 20 tys.";"1";"Puda";"Władysław";"M";"57";"Wyższe";;;"241705";"Koszarawa";"Koszarawa";;"T";"803";"51,47"
"1";"Koszarawa";"gmina do 20 tyś.";"241705";"Reeve";"KOMITET WYBORCZY WYBORCÓW KOSZARAWA";"DBB-7503-38/10";"wyborczy w gminie do 20 tys.";"2";"Zoń";"Roman Sebastian";"M";"34";"Wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"241705";"Koszarawa";"Koszarawa";;"N";"757";"48,53"
"1";"Rajcza";"gmina do 20 tyś.";"241711";"Reeve";"KOMITET WYBORCZY WYBORCÓW GMINA RAJCZA";"DBB-7503-67/10";"wyborczy w gminie do 20 tys.";"4";"Szatanik";"Honorata Katarzyna";"K";"36";"Wyższe";;;"241711";"Rajcza";"Rajcza";;"N";"844";"22,00"
"1";"Zbrosławice";"gmina do 20 tyś.";"241309";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""LEPSZA GMINA ZBROSŁAWICE""";"DKT-7503-76/10";"wyborczy w gminie do 20 tys.";"1";"Kowolik";"Paweł";"M";"56";"średnie";;;"241309";"Zbrosławice";"Boniowice";;"N";"1910";"42,52"
"1";"Sosnowiec";"miasto na prawach powiatu";"247501";"President";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Pięta";"Jarosław";"M";"45";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"247501";"Sosnowiec";"Sosnowiec";;"2";"14583";"24,45"
"1";"Jastrzębie-Zdrój";"miasto na prawach powiatu";"246701";"President";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA JASTRZĘBIA-ZDROJU";"DBB-7503-180/10";"wyborczy";"2";"Janecki";"Marian Bernard";"M";"47";"wyższe";;;"246701";"Jastrzębie-Zdrój";"Jastrzębie-Zdrój";;"2";"10039";"35,67"
"1";"Jastrzębie-Zdrój";"miasto na prawach powiatu";"246701";"President";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDÓW";"DKT-7503-11/10";"wyborczy";"7";"Szereda";"Piotr Tomasz";"M";"50";"wyższe";;;"246701";"Jastrzębie-Zdrój";"Jastrzębie-Zdrój";;"N";"737";"2,62"
"1";"Jastrzębie-Zdrój";"miasto na prawach powiatu";"246701";"President";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"1";"Chojecka";"Alina";"K";"55";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"246701";"Jastrzębie-Zdrój";"Jastrzębie-Zdrój";;"2";"8134";"28,90"
"1";"Mikołów";"gmina pow. 20 tyś.";"240802";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""DLA GMINY I POWIATU""";"DKT-7503-98/10";"wyborczy";"1";"Balcer";"Marek Antoni";"M";"53";"Wyższe";;;"240802";"Mikołów";"Mikołów";;"T";"10034";"77,57"
"1";"Mikołów";"gmina pow. 20 tyś.";"240802";"Mayor";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"2";"Putkowski";"Adam Marek";"M";"37";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"240802";"Mikołów";"Mikołów";;"N";"2901";"22,43"
"1";"Mstów";"gmina do 20 tyś.";"240410";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Jakubczak";"Adam Karol";"M";"38";"Wyższe humanistyczne";"członek Polskiego Stronnictwa Ludowego";;"240410";"Mstów";"Mokrzesz";;"2";"1939";"40,96"
"1";"Mstów";"gmina do 20 tyś.";"240410";"Reeve";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA MSTÓW";"DCZ-7503-254/10";"wyborczy w gminie do 20 tys.";"1";"Gęsiarz";"Tomasz Sławomir";"M";"30";"Wyższe";;;"240410";"Mstów";"Wancerzów";;"N";"475";"10,03"
"1";"Mstów";"gmina do 20 tyś.";"240410";"Reeve";"KOMITET WYBORCZY WYBORCÓW GMINA PRZYJAZNA MIESZKAŃCOM";"DCZ-7503-14/10";"wyborczy w gminie do 20 tys.";"3";"Nowicki";"Zbigniew Ludwik";"M";"58";"Wyższe techniczne";;;"240410";"Mstów";"Mstów";;"N";"412";"8,70"
"1";"Gilowice";"gmina do 20 tyś.";"241703";"Reeve";"KOMITET WYBORCZY WYBORCÓW TWOJA GMINA W TWOICH RĘKACH";"DBB-7503-101/10";"wyborczy w gminie do 20 tys.";"2";"Frasunek";"Leszek Stanisław";"M";"56";"wyższe";;;"241703";"Gilowice";"Gilowice";"złożył następujące oświadczenie: pracowałem i pełniłem służbę w organach bezpieczeństwa państwa w rozumieniu ustawy z dnia ustawy z dnia 18 października 2006 r. o ujawnianiu informacji o dokumentach organów bezpieczeństwa państwa z lat 1944-1990 oraz treści tych dokumentów (Dz. U z 2007 r. Nr 63, poz. 425, z późn. zm.)";"T";"1645";"61,33"
"1";"Gilowice";"gmina do 20 tyś.";"241703";"Reeve";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDÓW";"DKT-7503-11/10";"wyborczy";"1";"Cholewka";"Józef Bogdan";"M";"44";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"241703";"Gilowice";"Gilowice";;"N";"625";"23,30"
"1";"Gilowice";"gmina do 20 tyś.";"241703";"Reeve";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA DOBRA GMINY";"DBB-7503-221/10";"wyborczy w gminie do 20 tys.";"3";"Kastelik";"Andrzej Wojciech";"M";"48";"zawodowe";;;"241703";"Gilowice";"Gilowice";;"N";"285";"10,63"
"1";"Wojkowice";"gmina do 20 tyś.";"240103";"Mayor";"KOMITET WYBORCZY WYBORCÓW WITOLD KWIECIEŃ";"DKT-7503-88/10";"wyborczy w gminie do 20 tys.";"3";"Kwiecień";"Witold Marek";"M";"55";"średnie";;;"240103";"Wojkowice";"Wojkowice";;"2";"824";"21,33"
"1";"Wojkowice";"gmina do 20 tyś.";"240103";"Mayor";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"4";"Kwietniewski";"Zbigniew Krzysztof";"M";"55";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"240103";"Wojkowice";"Wojkowice";;"N";"400";"10,35"
"1";"Wojkowice";"gmina do 20 tyś.";"240103";"Mayor";"KOMITET WYBORCZY WYBORCÓW - DOROTA KOWALIK";"DKT-7503-234/10";"wyborczy w gminie do 20 tys.";"2";"Kowalik";"Dorota Halina";"K";"54";"średnie";;;"240103";"Wojkowice";"Wojkowice";;"N";"809";"20,94"
"1";"Ornontowice";"gmina do 20 tyś.";"240804";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""DLA GMINY I POWIATU""";"DKT-7503-98/10";"wyborczy";"1";"Adamczyk";"Kazimierz Stanisław";"M";"56";"wyższe";;;"240804";"Ornontowice";"Ornontowice";;"T";"1699";"78,84"
"1";"Żarnowiec";"gmina do 20 tyś.";"241610";"Reeve";"KOMITET WYBORCZY WYBORCÓW BLOKU SAMORZĄDOWO-LUDOWEGO";"DCZ-7503-215/10";"wyborczy w gminie do 20 tys.";"1";"Kapuśniak";"Eugeniusz Józef";"M";"62";"wyższe";;;"241610";"Żarnowiec";"Brzeziny";;"T";"1678";"64,12"
"1";"Żarnowiec";"gmina do 20 tyś.";"241610";"Reeve";"KOMITET WYBORCZY WYBORCÓW ODNOWA I ROZWÓJ GMINY ŻARNOWIEC";"DCZ-7503-121/10";"wyborczy w gminie do 20 tys.";"2";"Miąsko";"Małgorzata Bożena";"K";"32";"wyższe";;;"241610";"Żarnowiec";"Koryczany";;"N";"939";"35,88"
"1";"Żywiec";"gmina pow. 20 tyś.";"241701";"Mayor";"KOMITET WYBORCZY WYBORCÓW OBYWATELE DLA ZIEMI ŻYWIECKIEJ";"DBB-7503-2/10";"wyborczy";"3";"Szlagor";"Antoni Paweł";"M";"60";"Wyższe";;;"241701";"Żywiec";"Żywiec";;"T";"9584";"66,78"
"1";"Żywiec";"gmina pow. 20 tyś.";"241701";"Mayor";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"4";"Zoń";"Adam Jan";"M";"54";"Wyższe";"członek Sojuszu Lewicy Demokratycznej";"popierany przez Sojusz Lewicy Demokratycznej";"241701";"Żywiec";"Żywiec";;"N";"1294";"9,02"
"1";"Żywiec";"gmina pow. 20 tyś.";"241701";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Sanetra";"Władysław Józef";"M";"71";"wyższe";"członek Prawa i Sprawiedliwości";;"241701";"Żywiec";"Żywiec";;"N";"1050";"7,32"
