"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Sidra";"gmina do 20 tyś.";"201107";"Reeve";"KOMITET WYBORCZY WYBORCÓW GMINA PRZYJAZNA LUDZIOM";"DSW-7503-17-76/10";"wyborczy w gminie do 20 tys.";"1";"Bosteels";"Maria Teresa";"K";"57";"wyższe";;;"201107";"Sidra";"Siderka";;"2";"679";"34,66"
"1";"Czyże";"gmina do 20 tyś.";"200504";"Reeve";"KOMITET WYBORCZY WYBORCÓW KOALICJA WYBORCZA - ZIEMIA HAJNOWSKA";"DBL-7503-12/10";"wyborczy";"1";"Wasiluk";"Jerzy";"M";"40";"wyższe";;;"200501";"Hajnówka";"Hajnówka";;"T";"905";"89,07"
"1";"Łapy";"gmina pow. 20 tyś.";"200206";"Mayor";"KOMITET WYBORCZY WYBORCÓW WSPÓLNA INICJATYWA POLSKA PODLASIE";"DBL-7503-188/10";"wyborczy";"5";"Pruszyński";"Ireneusz Leszek";"M";"55";"wyższe";;;"200206";"Łapy";"Łapy";;"N";"207";"2,24"
"1";"Łapy";"gmina pow. 20 tyś.";"200206";"Mayor";"KOMITET WYBORCZY WYBORCÓW NASZE PODLASIE";"DBL-7503-55/10";"wyborczy";"1";"Brzosko";"Wiktor";"M";"52";"wyższe";;;"200206";"Łapy";"Łapy";;"2";"3099";"33,54"
"1";"Łapy";"gmina pow. 20 tyś.";"200206";"Mayor";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Jabłoński";"Zdzisław";"M";"64";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";"popierany przez Platformę Obywatelską Rzeczypospolitej Polskiej";"200206";"Łapy";"Łapy";;"N";"1758";"19,03"
"1";"Supraśl";"gmina do 20 tyś.";"200209";"Mayor";"KOMITET WYBORCZY WYBORCÓW ROZWÓJ MIASTA I GMINY SUPRAŚL";"DBL-7503-29/10";"wyborczy w gminie do 20 tys.";"1";"Budzisz";"Bogdan";"M";"36";"wyższe";"członek Sojuszu Lewicy Demokratycznej";;"200209";"Supraśl";"Supraśl";;"N";"607";"11,61"
"1";"Suchowola";"gmina do 20 tyś.";"201109";"Mayor";"KOMITET WYBORCZY WYBORCÓW - ""JULIANNY-MARII SZELĄG""";"DSW-7503-17-81/10";"wyborczy w gminie do 20 tys.";"4";"Pogorzelski";"Bogusław";"M";"57";"średnie";;;"201109";"Suchowola";"Suchowola";;"N";"250";"9,10"
"1";"Szczuczyn";"gmina do 20 tyś.";"200405";"Mayor";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Rostek";"Zbigniew Dariusz";"M";"45";"wyższe";;;"200405";"Szczuczyn";"Szczuczyn";;"N";"155";"5,28"
"1";"Sejny";"gmina do 20 tyś.";"200901";"Mayor";"KOMITET WYBORCZY WYBORCÓW EDUKACJA ZDROWIE PRACA";"DSW-7503-17-83/10";"wyborczy w gminie do 20 tys.";"1";"Kap";"Jan Stanisław";"M";"50";"wyższe";;;"200901";"Sejny";"Sejny";;"T";"1465";"58,76"
"1";"Choroszcz";"gmina do 20 tyś.";"200201";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE WYBORCZE WANDY JANKOWSKIEJ";"DBL-7503-110/10";"wyborczy w gminie do 20 tys.";"1";"Jankowska";"Wanda";"K";"51";"wyższe";;;"200201";"Choroszcz";"Choroszcz";;"N";"1322";"26,97"
