"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Zakroczym";"gmina do 20 tyś.";"141406";"Mayor";"KOMITET WYBORCZY WYBORCÓW HENRYKA RUSZCZYKA - NASZA PRZYSZŁOŚĆ";"DWW-75031-79/10";"wyborczy w gminie do 20 tys.";"2";"Ruszczyk";"Henryk";"M";"59";"Średnie";;;"141406";"Zakroczym";"Zakroczym";;"T";"1871";"72,13"
"1";"Zakroczym";"gmina do 20 tyś.";"141406";"Mayor";"KOMITET WYBORCZY ""WIARYGODNOŚĆ, NIEZALEŻNOŚĆ, DIALOG""";"DWW-7502-1/10";"organizacja";"1";"Radzikowska";"Magdalena Stanisława";"K";"30";"Wyższe";;;"141406";"Zakroczym";"Zakroczym";;"N";"723";"27,87"
"1";"Zwoleń";"gmina do 20 tyś.";"143605";"Mayor";"KOMITET WYBORCZY WYBORCÓW AKCJA SAMORZĄDOWA ZWOLEŃ";"DRD-7503/201/10";"wyborczy";"2";"Kaczyński";"Stanisław";"M";"57";"wyższe";;;"143605";"Zwoleń";"Zwoleń";;"N";"634";"9,27"
"1";"Iłów";"gmina do 20 tyś.";"142803";"Reeve";"KOMITET WYBORCZY WYBORCÓW PRZYMIERZE 2010";"DPŁ.7503-116/10";"wyborczy";"2";"Włodarczyk";"Adam Grzegorz";"M";"56";"wyższe";;;"142803";"Iłów";"Iłów";;"N";"467";"18,33"
"1";"Legionowo";"gmina pow. 20 tyś.";"140801";"President";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"4";"Płaciszewski";"Kazimierz Benedykt";"M";"59";"wyższe";"członek Prawa i Sprawiedliwości";;"140801";"Legionowo";"Legionowo";;"N";"1925";"9,95"
"1";"Zwoleń";"gmina do 20 tyś.";"143605";"Mayor";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"5";"Sałbut";"Mateusz Józef";"M";"52";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"143605";"Zwoleń";"Sycyna Południowa";;"N";"435";"6,36"
"1";"Dębe Wielkie";"gmina do 20 tyś.";"141205";"Reeve";"KOMITET WYBORCZY WYBORCÓW KOMITET ANDRZEJA WIADERKA";"DSD.7503-164/10";"wyborczy w gminie do 20 tys.";"4";"Wiaderek";"Andrzej Leszek";"M";"44";"wyższe";;;"141205";"Dębe Wielkie";"Dębe Wielkie";;"2";"961";"27,54"
"1";"Dębe Wielkie";"gmina do 20 tyś.";"141205";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""SZANSA""";"DSD.7503-46/10";"wyborczy w gminie do 20 tys.";"1";"Florowski";"Zbigniew Robert";"M";"52";"wyższe";;;"146513";"Ursynów";"Warszawa";"złożył następujące oświadczenie: pracowałem, pełniłem służbę i byłem współpracownikiem organów bezpieczeństwa państwa w rozumieniu ustawy z dnia ustawy z dnia 18 października 2006 r. o ujawnianiu informacji o dokumentach organów bezpieczeństwa państwa z lat 1944-1990 oraz treści tych dokumentów (Dz. U z 2007 r. Nr 63, poz. 425, z późn. zm.)";"N";"132";"3,78"
"1";"Dębe Wielkie";"gmina do 20 tyś.";"141205";"Reeve";"KOMITET WYBORCZY WYBORCÓW KALINOWSKI NA WÓJTA.PL";"DSD.7503-20/10";"wyborczy w gminie do 20 tys.";"2";"Kalinowski";"Krzysztof";"M";"35";"wyższe";;;"141205";"Dębe Wielkie";"Dębe Wielkie";;"2";"1209";"34,64"
"1";"Dębe Wielkie";"gmina do 20 tyś.";"141205";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""ROZWÓJ I SAMORZĄDNOŚĆ""";"DSD.7503-37/10";"wyborczy w gminie do 20 tys.";"5";"Wodnicka";"Hanna Zofia";"K";"56";"wy ższe";;;"141205";"Dębe Wielkie";"Dębe Wielkie";;"N";"927";"26,56"
"1";"Dębe Wielkie";"gmina do 20 tyś.";"141205";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Ruta";"Dariusz";"M";"48";"średnie";"członek Prawa i Sprawiedliwości";;"141205";"Dębe Wielkie";"Choszczówka Stojecka";;"N";"261";"7,48"
"1";"Łaskarzew";"gmina do 20 tyś.";"140302";"Mayor";"KOMITET WYBORCZY STOWARZYSZENIE K.G. SERBIANKI ŁASKARZEW";"DSD.7502-5/10";"organizacja";"6";"Sopel-Sereja";"Lidia";"K";"30";"wyższe";;;"141804";"Piaseczno";"Piaseczno";;"2";"902";"31,87"
"1";"Nieporęt";"gmina do 20 tyś.";"140803";"Reeve";"KOMITET WYBORCZY WYBORCÓW  ""MACIEJA MAZURA""";"DWW-75031-208/10";"wyborczy w gminie do 20 tys.";"1";"Mazur";"Sławomir Maciej";"M";"54";"wyższe";;;"140803";"Nieporęt";"Nieporęt";;"T";"4095";"72,40"
"1";"Płoniawy-Bramura";"gmina do 20 tyś.";"141106";"Reeve";"KOMITET WYBORCZY WYBORCÓW BLIŻEJ LUDZI BUCZKOWSKI";"DOS-7503-183/10";"wyborczy w gminie do 20 tys.";"1";"Buczkowski";"Maciej";"M";"57";"wyższe";"członek Prawa i Sprawiedliwości";;"141106";"Płoniawy-Bramura";"Węgrzynowo";;"N";"138";"5,78"
"1";"Goworowo";"gmina do 20 tyś.";"141504";"Reeve";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA TO MY";"DOS-7503-35/10";"wyborczy w gminie do 20 tys.";"3";"Kulesza";"Małgorzata Maria";"K";"46";"Wyższe";;;"141504";"Goworowo";"Goworowo";;"2";"1786";"47,20"
"1";"Zaręby Kościelne";"gmina do 20 tyś.";"141611";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"1";"Rostkowski";"Józef";"M";"55";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"141611";"Zaręby Kościelne";"Zaręby Kościelne";;"T";"1317";"83,89"
"1";"Bielsk";"gmina do 20 tyś.";"141901";"Reeve";"KOMITET WYBORCZY WYBORCÓW ŻYJESZ POMÓŻ INNYM";"DPŁ.7503-47/10";"wyborczy w gminie do 20 tys.";"2";"Ławruszkiewicz";"Mariusz Zenon";"M";"45";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"141901";"Bielsk";"Kuchary-Jeżewo";;"N";"463";"10,43"
"1";"Garbatka-Letnisko";"gmina do 20 tyś.";"140701";"Reeve";"KOMITET WYBORCZY WYBORCÓW TADEUSZA MOLENDY";"DRD-7503/151/10";"wyborczy w gminie do 20 tys.";"4";"Molenda";"Tadeusz";"M";"63";"wyższe";;"popierany przez Prawo i Sprawiedliwość";"140701";"Garbatka-Letnisko";"Garbatka-Letnisko";;"2";"686";"26,31"
"1";"Łąck";"gmina do 20 tyś.";"141907";"Reeve";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA";"DPŁ.7503-2/10";"wyborczy w gminie do 20 tys.";"4";"Wiśniewski";"Michał";"M";"34";"wyższe";;;"141907";"Łąck";"Grabina";;"N";"420";"17,14"
"1";"Garbatka-Letnisko";"gmina do 20 tyś.";"140701";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"1";"Dróżdż";"Witold Bronisław";"M";"65";"średnie";;;"140701";"Garbatka-Letnisko";"Garbatka-Letnisko";;"N";"52";"1,99"
"1";"Glinojeck";"gmina do 20 tyś.";"140203";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE 2010";"DCI-7503-133/10";"wyborczy w gminie do 20 tys.";"2";"Goszczyński";"Grzegorz";"M";"45";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"140203";"Glinojeck";"Glinojeck";;"N";"816";"27,87"
"1";"Bodzanów";"gmina do 20 tyś.";"141902";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""ALBERTA KOŁODZIEJSKIEGO""";"DPŁ.7503-5/10";"wyborczy w gminie do 20 tys.";"2";"Kołodziejski";"Albert Paweł";"M";"32";"wyższe";"członek Prawa i Sprawiedliwości";"popierany przez Prawo i Sprawiedliwość";"141902";"Bodzanów";"Chodkowo Działki";;"N";"856";"21,97"
"1";"Karczew";"gmina do 20 tyś.";"141704";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""WSPÓLNOTA OBYWATELSKA""";"DWW-75031-23/10";"wyborczy w gminie do 20 tys.";"4";"Pszonka";"Mirosław Antoni";"M";"57";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"141704";"Karczew";"Karczew";;"N";"1818";"26,99"
"1";"Zwoleń";"gmina do 20 tyś.";"143605";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Mazurkiewicz";"Jan";"M";"54";"wyższe";"członek Prawa i Sprawiedliwości";;"143605";"Zwoleń";"Zwoleń";;"N";"667";"9,75"
"1";"Szczutowo";"gmina do 20 tyś.";"142706";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Szlomkowski";"Zbigniew";"M";"43";"wyższe";"członek Prawa i Sprawiedliwości";;"142706";"Szczutowo";"Stara Wola";;"N";"328";"14,12"
"1";"Krasne";"gmina do 20 tyś.";"142205";"Reeve";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE PONAD PODZIAŁAMI";"DOS-7503-3/10";"wyborczy";"2";"Starzyk";"Edward";"M";"53";"wyższe";;;"142205";"Krasne";"Pęczki-Kozłowo";;"N";"428";"23,78"
"1";"Liw";"gmina do 20 tyś.";"143304";"Reeve";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA WSPÓLNEGO DOBRA";"DSD.7503-68/10";"wyborczy w gminie do 20 tys.";"2";"Szymański";"Bogusław";"M";"48";"wyższe";;;"143301";"Węgrów";"Węgrów";;"T";"1982";"74,74"
"1";"Andrzejewo";"gmina do 20 tyś.";"141602";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Strzeszewski";"Wojciech";"M";"49";"wyższe";;;"141602";"Andrzejewo";"Andrzejewo-Kolonie";;"N";"515";"19,32"
"1";"Bieżuń";"gmina do 20 tyś.";"143701";"Mayor";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Szymański";"Andrzej";"M";"45";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"143701";"Bieżuń";"Bieżuń";;"T";"1217";"51,68"
"1";"Nowe Miasto";"gmina do 20 tyś.";"142008";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Milewski";"Leonard";"M";"47";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"142008";"Nowe Miasto";"Wólka Szczawińska";;"N";"508";"21,35"
"1";"Wilga";"gmina do 20 tyś.";"140313";"Reeve";"KOMITET WYBORCZY WYBORCÓW CZAS NA ROZWÓJ GMINY WILGA";"DSD.7503-252/10";"wyborczy w gminie do 20 tys.";"2";"Szychowski";"Łukasz Mieczysław";"M";"30";"wyższe";;;"140313";"Wilga";"Wilga";;"2";"1062";"42,50"
"1";"Leszno";"gmina do 20 tyś.";"143204";"Reeve";"KOMITET WYBORCZY WYBORCÓW GMINA - WSPÓLNYM DOBREM";"DWW-75031-169/10";"wyborczy w gminie do 20 tys.";"2";"Cieślak";"Andrzej";"M";"53";"średnie";;;"143204";"Leszno";"Leszno";;"T";"2361";"63,74"
"1";"Leszno";"gmina do 20 tyś.";"143204";"Reeve";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Stelmaszczyk";"Sławomir Jan";"M";"51";"wyższe";"członek Prawa i Sprawiedliwości";;"143204";"Leszno";"Stelmachowo";;"N";"333";"8,99"
"1";"Chorzele";"gmina do 20 tyś.";"142202";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE PONAD PODZIAŁAMI";"DOS-7503-3/10";"wyborczy";"1";"Kobyliński";"Wojciech";"M";"40";"Wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"142202";"Chorzele";"Chorzele";;"N";"1157";"24,09"
"1";"Chorzele";"gmina do 20 tyś.";"142202";"Mayor";"KOMITET WYBORCZY WYBORCÓW ANDRZEJA KRAWCZYKA";"DOS-7503-166/10";"wyborczy w gminie do 20 tys.";"2";"Krawczyk";"Andrzej Stanisław";"M";"46";"Wyższe";;;"142202";"Chorzele";"Sosnówek";;"2";"1577";"32,83"
"1";"Wiśniew";"gmina do 20 tyś.";"142611";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""RAZEM 2010""";"DSD.7503-234/10";"wyborczy w gminie do 20 tys.";"3";"Kryszczuk";"Krzysztof Teofil";"M";"47";"wyższe";;;"142611";"Wiśniew";"Wiśniew";;"T";"1323";"52,17"
"1";"Brok";"gmina do 20 tyś.";"141604";"Mayor";"KOMITET WYBORCZY WYBORCÓW KRYSTYNY KACPURY";"DOS-7503-202/10";"wyborczy w gminie do 20 tys.";"2";"Kacpura";"Krystyna";"K";"57";"średnie policealne";;;"141604";"Brok";"Brok";;"N";"365";"23,55"
"1";"Michałowice";"gmina do 20 tyś.";"142104";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""PRZYSZŁOŚĆ GMINY""";"DWW-75031-70/10";"wyborczy w gminie do 20 tys.";"2";"Grabka";"Krzysztof";"M";"54";"wyższe";;;"142104";"Michałowice";"Opacz Kolonia";;"2";"2890";"41,98"
"1";"Szczawin Kośc.";"gmina do 20 tyś.";"140405";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Sochacki";"Jerzy Kazimierz";"M";"63";"wyższe";;;"140405";"Szczawin Kośc.";"Szczawin Kościelny";;"T";"1651";"65,91"
"1";"Sierpc";"gmina do 20 tyś.";"142705";"Reeve";"KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI GMINY SIERPC";"DPŁ.7503-52/10";"wyborczy w gminie do 20 tys.";"2";"Prekurat";"Tadeusz Wojciech";"M";"62";"średnie";;;"142701";"Sierpc";"Sierpc";;"T";"1651";"50,88"
"1";"Wiśniew";"gmina do 20 tyś.";"142611";"Reeve";"KOMITET WYBORCZY WYBORCÓW WZORCOWA GMINA";"DSD.7503-36/10";"wyborczy w gminie do 20 tys.";"4";"Zegardło";"Tadeusz Julian";"M";"56";"średnie";;;"142611";"Wiśniew";"Wiśniew";;"N";"599";"23,62"
"1";"Rusinów";"gmina do 20 tyś.";"142307";"Reeve";"KOMITET WYBORCZY WYBORCÓW MARKA MODRZECKIEGO";"DRD-7503/25/10";"wyborczy w gminie do 20 tys.";"3";"Modrzecki";"Marek Szczepan";"M";"56";"Wyższe";;;"142307";"Rusinów";"Rusinów";;"2";"925";"34,77"
"1";"Płońsk";"gmina do 20 tyś.";"142009";"Reeve";"KOMITET WYBORCZY WYBORCÓW JACKA SOKOŁOWSKIEGO";"DCI-7503-185/10";"wyborczy w gminie do 20 tys.";"2";"Sokołowski";"Jacek";"M";"37";"wyższe";;;"142009";"Płońsk";"Kownaty";;"N";"657";"22,02"
