"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Wrocław";"miasto na prawach powiatu";"026401";"President";"KOMITET WYBORCZY WYBORCÓW POLSKI WROCŁAW";"DWR-7503-300/10";"wyborczy";"4";"Marczak";"Tadeusz Kazimierz";"M";"64";"wyższe";;;"021704";"Strzelin";"Strzelin";;"N";"1371";"0,70"
"1";"Chocianów";"gmina do 20 tyś.";"021601";"Mayor";"KOMITET WYBORCZY WYBORCÓW ROMANA KOWALSKIEGO ""JEDNOŚĆ""";"DLG-7503-23/10";"wyborczy w gminie do 20 tys.";"2";"Kowalski";"Roman Zbigniew";"M";"56";"średnie";;;"021601";"Chocianów";"Chocianowiec";;"2";"1678";"29,60"
"1";"Wałbrzych";"gmina pow. 20 tyś.";"022109";"President";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"5";"Sosiński";"Piotr Stefan";"M";"34";"wyższe";"członek Prawa i Sprawiedliwości";"popierany przez Prawo i Sprawiedliwość";"022109";"Wałbrzych";"Wałbrzych";;"N";"3758";"9,78"
"1";"Walim";"gmina do 20 tyś.";"022108";"Reeve";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Rosicki";"Bogdan Jan";"M";"50";"wyższe";;;"022108";"Walim";"Walim";;"N";"404";"21,42"
"1";"Świerzawa";"gmina do 20 tyś.";"022604";"Mayor";"KOMITET WYBORCZY WYBORCÓW BOGUMIŁY WRZEŚNIAK";"DLG-7503-62/10";"wyborczy w gminie do 20 tys.";"2";"Wrześniak";"Bogumiła";"K";"32";"wyższe";;;"022604";"Świerzawa";"Sędziszowa";;"N";"893";"33,27"
"1";"Nowa Ruda";"gmina do 20 tyś.";"020811";"Reeve";"KOMITET WYBORCZY WYBORCÓW SOLIDARNA GMINA";"DWB-7503-93/10";"wyborczy w gminie do 20 tys.";"1";"Karwowski";"Sławomir Władysław";"M";"45";"Wyższe";;;"020811";"Nowa Ruda";"Jugów";;"T";"2717";"60,44"
"1";"Krośnice";"gmina do 20 tyś.";"021302";"Reeve";"KOMITET WYBORCZY WYBORCÓW JANA KRZYSZTOFIKA";"DWR-7503-122/10";"wyborczy w gminie do 20 tys.";"2";"Krzysztofik";"Jan Stefan";"M";"57";"wyższe";;;"021302";"Krośnice";"Pierstnica";;"N";"1237";"37,39"
"1";"Legnickie Pole";"gmina do 20 tyś.";"020905";"Reeve";"KOMITET WYBORCZY WYBORCÓW ALEKSANDRA KOSTUNIA";"DLG-7503-67/10";"wyborczy w gminie do 20 tys.";"1";"Kostuń";"Aleksander";"M";"52";"średnie";;;"020905";"Legnickie Pole";"Raczkowa";;"T";"1573";"72,46"
"1";"Piława Górna";"gmina do 20 tyś.";"020204";"Mayor";"KOMITET WYBORCZY WYBORCÓW FORUM 2010";"DWB-7503-87/10";"wyborczy";"5";"Widulińska";"Dorota";"K";"43";"wyższe";;;"020204";"Piława Górna";"Piława Górna";;"N";"108";"4,18"
"1";"Czarny Bór";"gmina do 20 tyś.";"022104";"Reeve";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA CZARNY BÓR";"DWB-7503-23/10";"wyborczy w gminie do 20 tys.";"2";"Chmielewski";"Andrzej Antoni";"M";"65";"wyższe";;;"022103";"Szczawno-Zdrój";"Szczawno-Zdrój";;"2";"650";"27,68"
"1";"Mysłakowice";"gmina do 20 tyś.";"020607";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA JELENIOGÓRSKA";"DJG-7503-7/10";"wyborczy";"3";"Kuty";"Roman Andrzej";"M";"42";"wyższe";"członek Polskiego Stronnictwa Ludowego";"popierany przez Polskie Stronnictwo Ludowe";"020607";"Mysłakowice";"Jelenia Góra";;"N";"382";"10,40"
"1";"Mysłakowice";"gmina do 20 tyś.";"020607";"Reeve";"KOMITET WYBORCZY WYBORCÓW KARKONOSKA WSPÓLNOTA SAMORZĄDOWA";"DJG-7503-3/10";"wyborczy";"1";"Chliwna";"Danuta Anna";"K";"52";"wyższe";;;"020607";"Mysłakowice";"Mysłakowice";;"N";"213";"5,80"
"1";"Mysłakowice";"gmina do 20 tyś.";"020607";"Reeve";"KOMITET WYBORCZY WYBORCÓW NASZA WSPÓLNA GMINA";"DJG-7503-64/10";"wyborczy w gminie do 20 tys.";"5";"Tarnowski";"Jarosław Michał";"M";"33";"średnie";;;"020607";"Mysłakowice";"Mysłakowice";;"N";"156";"4,25"
"1";"Kowary";"gmina do 20 tyś.";"020602";"Mayor";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"7";"Wroński";"Jerzy Ignac";"M";"63";"wyższe";;;"020602";"Kowary";"Kowary";;"2";"898";"20,55"
