"Ballot";"Commune";"Level";"TERYT";"Office";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Sex";"Age";"Education";"Party";"Endorsement";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Statement";"Elected";"Votes quantity";"% of votes"
"1";"Bydgoszcz";"miasto na prawach powiatu";"046101";"President";"KOMITET WYBORCZY WYBORCÓW KONSTANTEGO DOMBROWICZA. MIASTO DLA POKOLEŃ";"DBD-7503-4/10";"wyborczy";"4";"Dombrowicz";"Konstanty";"M";"63";"wyższe";;;"046101";"Bydgoszcz";"Bydgoszcz";;"2";"33429";"29,99"
"1";"Osiek";"gmina do 20 tyś.";"040208";"Reeve";"KOMITET WYBORCZY WYBORCÓW ROMANA CZACHOWSKIEGO";"DTR-7503-41/10";"wyborczy w gminie do 20 tys.";"1";"Czachowski";"Roman Edward";"M";"54";"średnie";;;"040208";"Osiek";"Osiek";;"N";"315";"17,07"
"1";"Bobrowo";"gmina do 20 tyś.";"040202";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Małkiewicz";"Anna Teresa";"K";"61";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"040202";"Bobrowo";"Bobrowo";;"N";"898";"35,12"
"1";"Mogilno";"gmina pow. 20 tyś.";"040903";"Mayor";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"1";"Barczak";"Tomasz";"M";"54";"wyższe";"członek Polskiego Stronnictwa Ludowego";;"040903";"Mogilno";"Gębice";;"N";"3974";"39,84"
"1";"Golub-Dobrzyń";"gmina do 20 tyś.";"040503";"Reeve";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Hallmann";"Roman Hubert";"M";"60";"wyższe";;;"040503";"Golub-Dobrzyń";"Ruziec";;"N";"182";"4,54"
"1";"Brzuze";"gmina do 20 tyś.";"041202";"Reeve";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE DLA PRZYSZŁOŚCI";"DWL-7503-51/10";"wyborczy";"1";"Grębocki";"Włodzimierz Grzegorz";"M";"54";"średnie";;;"041202";"Brzuze";"Brzuze";;"N";"100";"3,39"
"1";"Śliwice";"gmina do 20 tyś.";"041605";"Reeve";"KOMITET WYBORCZY WYBORCÓW FACHOWA GMINA";"DBD-7503-174/10";"wyborczy w gminie do 20 tys.";"2";"Sikora";"Kamila Katarzyna";"K";"25";"wyższe";;;"041605";"Śliwice";"Lipowa";;"N";"322";"13,25"
"1";"Izbica Kujawska";"gmina do 20 tyś.";"041808";"Mayor";"KOMITET WYBORCZY WYBORCÓW NOWA TRADYCJA";"DWŁ-7503-74/10";"wyborczy w gminie do 20 tys.";"2";"Mroczkowski";"Tadeusz Antoni";"M";"57";"średnie";;;"041808";"Izbica Kujawska";"Izbica Kujawska";;"N";"119";"3,34"
"1";"Kowalewo Pomorskie";"gmina do 20 tyś.";"040504";"Mayor";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA KOWALEWO POMORSKIE";"DTR-7503-19/10";"wyborczy w gminie do 20 tys.";"4";"Grabowski";"Andrzej Antoni";"M";"60";"średnie";"członek Polskiego Stronnictwa Ludowego";;"040504";"Kowalewo Pomorskie";"Wielka Łąka";;"2";"2302";"46,28"
"1";"Kowalewo Pomorskie";"gmina do 20 tyś.";"040504";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""CZAS DOBRYCH GOSPODARZY""";"DTR-7503-61/10";"wyborczy";"5";"Skorski";"Krzysztof Paweł";"M";"52";"średnie";;;"040504";"Kowalewo Pomorskie";"Chełmonie";;"N";"382";"7,68"
"1";"Brodnica";"gmina do 20 tyś.";"040203";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""WSPÓŁPRACA I ROZWÓJ""";"DTR-7503-51/10";"wyborczy w gminie do 20 tys.";"1";"Łukaszewski";"Edward";"M";"49";"wyższe";;;"040203";"Brodnica";"Gortatowo";;"T";"1506";"70,47"
"1";"Kowalewo Pomorskie";"gmina do 20 tyś.";"040504";"Mayor";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"1";"Arbart";"Elżbieta Ewa";"K";"50";"wyższe";"członek Sojuszu Lewicy Demokratycznej";;"040504";"Kowalewo Pomorskie";"Wielkie Rychnowo";;"N";"333";"6,69"
"1";"Kowalewo Pomorskie";"gmina do 20 tyś.";"040504";"Mayor";"KOMITET WYBORCZY WYBORCÓW JACKA BOLUK- SOBOLEWSKIEGO";"DTR-7503-79/10";"wyborczy w gminie do 20 tys.";"2";"Boluk-Sobolewski";"Jacek Jerzy";"M";"38";"wyższe";"członek Platformy Obywatelskiej Rzeczypospolitej Polskiej";;"040504";"Kowalewo Pomorskie";"Kowalewo Pomorskie";;"2";"1847";"37,13"
"1";"Zbójno";"gmina do 20 tyś.";"040506";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSPÓLNA PRZYSZŁOŚĆ";"DTR-7503-138/10";"wyborczy w gminie do 20 tys.";"1";"Młodziankiewicz";"Wiesław Stanisław";"M";"50";"średnie";"członek Prawa i Sprawiedliwości";;"040506";"Zbójno";"Działyń";;"N";"169";"8,01"
"1";"Sępólno Krajeńskie";"gmina do 20 tyś.";"041302";"Mayor";"KOMITET WYBORCZY WYBORCÓW PRZYMIERZE SPOŁECZNE DLA KRAJNY";"DBD-7503-123/10";"wyborczy";"3";"Stupałkowski";"Waldemar Edward";"M";"47";"wyższe techniczne i humanistyczne";;;"041302";"Sępólno Krajeńskie";"Sępólno Krajeńskie";;"T";"3969";"80,54"
"1";"Nowa Wieś Wielka";"gmina do 20 tyś.";"040305";"Reeve";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA NWW";"DBD-7503-110/10";"wyborczy w gminie do 20 tys.";"1";"Oskwarek";"Wojciech Walenty";"M";"64";"wyższe";;;"040305";"Nowa Wieś Wielka";"Brzoza";;"T";"1806";"60,00"
"1";"Kruszwica";"gmina pow. 20 tyś.";"040706";"Mayor";"KOMITET WYBORCZY WYBORCÓW SPOŁECZNA LISTA SAMORZĄDOWA";"DBD-7503-5/10";"wyborczy";"5";"Witczak";"Dariusz";"M";"48";"wyższe";;;"040706";"Kruszwica";"Kruszwica";;"2";"1793";"22,05"
"1";"Szubin";"gmina pow. 20 tyś.";"041005";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Pilarska";"Danuta Stanisława";"K";"60";"średnie";"członek Prawa i Sprawiedliwości";;"041005";"Szubin";"Szubin";;"N";"374";"4,73"
"1";"Bydgoszcz";"miasto na prawach powiatu";"046101";"President";"KOMITET WYBORCZY WYBORCÓW RUCH PRZEŁOMU NARODOWEGO W BYDGOSZCZY";"DBD-7503-160/10";"wyborczy";"1";"Bocian";"Henryk";"M";"48";"średnie";;;"046101";"Bydgoszcz";"Bydgoszcz";;"N";"1398";"1,25"
"1";"Nakło nad Notecią";"gmina pow. 20 tyś.";"041003";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIA OBYWATELI POWIATU NAKIELSKIEGO";"DBD-7503-13/10";"wyborczy";"1";"Grzegorek";"Zenon";"M";"62";"wyższe";;;"041003";"Nakło nad Notecią";"Nakło nad Notecią";;"2";"2552";"24,31"
"1";"Żnin";"gmina pow. 20 tyś.";"041906";"Mayor";"KOMITET WYBORCZY WYBORCÓW BLOK SAMORZĄDOWO LUDOWY";"DBD-7503-144/10";"wyborczy";"3";"Wysocki";"Maciej Marcin";"M";"40";"Wyższe";"członek Polskiego Stronnictwa Ludowego";;"041906";"Żnin";"Wenecja";;"N";"2851";"28,37"
"1";"Bydgoszcz";"miasto na prawach powiatu";"046101";"President";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"5";"Szopiński";"Jan Józef";"M";"53";"wyższe";"członek Sojuszu Lewicy Demokratycznej";"popierany przez Sojusz Lewicy Demokratycznej";"046101";"Bydgoszcz";"Bydgoszcz";;"N";"8177";"7,33"
"1";"Tuchola";"gmina pow. 20 tyś.";"041606";"Mayor";"KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE DLA TUCHOLI";"DBD-7503-6/10";"wyborczy";"1";"Kowalski";"Tadeusz Henryk";"M";"46";"wyższe";;;"041606";"Tuchola";"Tuchola";;"T";"6326";"85,12"
"1";"Górzno";"gmina do 20 tyś.";"040205";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""BEZPIECZNA GMINA""";"DTR-7503-75/10";"wyborczy w gminie do 20 tys.";"1";"Berg";"Leszek Paweł";"M";"39";"średnie";;;"040205";"Górzno";"Górzno";;"N";"189";"9,76"
"1";"Skrwilno";"gmina do 20 tyś.";"041205";"Reeve";"KOMITET WYBORCZY WYBORCÓW SKRWILEŃSKIE FORUM";"DWL-7503-36/10";"wyborczy w gminie do 20 tys.";"2";"LIPIŃSKI";"Stanisław";"M";"46";"wyższe";;;"041205";"Skrwilno";"Kotowy";;"N";"215";"7,87"
"1";"Bądkowo";"gmina do 20 tyś.";"040105";"Reeve";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Posłuszny";"Tomasz Kazimierz";"M";"46";"wyższe";;;"046401";"Włocławek";"Włocławek";;"N";"97";"4,73"
"1";"Dobrzyń nad Wisłą";"gmina do 20 tyś.";"040804";"Mayor";"KOMITET WYBORCZY WYBORCÓW NOWOCZESNA GMINA";"DWŁ-7503-155/10";"wyborczy w gminie do 20 tys.";"3";"Obernikowicz";"Jan Teofil";"M";"61";"średnie";;;"040804";"Dobrzyń nad Wisłą";"Lenie Wielkie";;"N";"230";"7,17"
"1";"Dobrzyń nad Wisłą";"gmina do 20 tyś.";"040804";"Mayor";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"6";"Wysocki";"Jerzy Jan";"M";"54";"wyższe";"członek Sojuszu Lewicy Demokratycznej";;"040804";"Dobrzyń nad Wisłą";"Lenie Wielkie";;"N";"623";"19,42"
"1";"Dobrzyń nad Wisłą";"gmina do 20 tyś.";"040804";"Mayor";"KOMITET WYBORCZY WYBORCÓW DOBRZYŃSKA WSPÓLNOTA SAMORZĄDOWA";"DWŁ-7503-92/10";"wyborczy w gminie do 20 tys.";"4";"Reznerowicz";"Wojciech Stefan";"M";"58";"średnie";;;"040804";"Dobrzyń nad Wisłą";"Dobrzyń nad Wisłą";;"N";"298";"9,29"
"1";"Radomin";"gmina do 20 tyś.";"040505";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""CZAS DOBRYCH GOSPODARZY""";"DTR-7503-61/10";"wyborczy";"2";"Wolski";"Piotr Aleksander";"M";"42";"wyższe";;;"040501";"Golub-Dobrzyń";"Golub-Dobrzyń";;"T";"1231";"64,45"
"1";"Sadki";"gmina do 20 tyś.";"041004";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""KRZYSZTOF THOMAS - AGRONA""";"DBD-7503-219/10";"wyborczy";"4";"Thomas";"Eugenia Jadwiga";"K";"51";"wyższe";;;"041004";"Sadki";"Sadki";;"N";"222";"9,66"
"1";"Rojewo";"gmina do 20 tyś.";"040708";"Reeve";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"3";"Żurowski";"Rafał Sebastian";"M";"31";"Wyższe";"członek Polskiego Stronnictwa Ludowego";"popierany przez Polskie Stronnictwo Ludowe";"040702";"Dąbrowa Biskupia";"Ośniszczewo";;"2";"514";"29,34"
"1";"Inowrocław";"gmina do 20 tyś.";"040704";"Reeve";"KOMITET WYBORCZY WYBORCÓW ""LEPSZE JUTRO""";"DBD-7503-77/10";"wyborczy w gminie do 20 tys.";"1";"Ćwikła";"Włodzimierz Stanisław";"M";"56";"wyższe";;;"040704";"Inowrocław";"Sławęcinek";;"N";"202";"5,48"
"1";"Pruszcz";"gmina do 20 tyś.";"041408";"Reeve";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Wądołowski";"Dariusz Józef";"M";"44";"Wyższe";;;"041408";"Pruszcz";"Pruszcz";;"2";"1506";"42,93"
"1";"Dragacz";"gmina do 20 tyś.";"041402";"Reeve";"KOMITET WYBORCZY WYBORCÓW MIROSŁAWA OSIEWICZA";"DBD-7503-179/10";"wyborczy w gminie do 20 tys.";"4";"Osiewicz";"Mirosław";"M";"47";"wyższe";;;"046201";"Grudziądz";"Grudziądz";;"N";"202";"8,70"
"1";"Mrocza";"gmina do 20 tyś.";"041002";"Mayor";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"1";"Gozdek";"Wiesław Jan";"M";"57";"Wyższe";"członek Sojuszu Lewicy Demokratycznej";;"041002";"Mrocza";"Kozia Góra Krajeńska";;"T";"2166";"71,09"
"1";"Solec Kujawski";"gmina do 20 tyś.";"040308";"Mayor";"KOMITET WYBORCZY WYBORCÓW ""RAZEM W POWIECIE BYDGOSKIM""";"DBD-7503-15/10";"wyborczy";"1";"Nawrocki";"Antoni Stanisław";"M";"61";"wyższe";;;"040308";"Solec Kujawski";"Solec Kujawski";;"T";"4380";"76,92"
"1";"Ciechocinek";"gmina do 20 tyś.";"040102";"Mayor";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"1";"Czajka";"Krzysztof";"M";"36";"Wyższe";"członek Prawa i Sprawiedliwości";;"040102";"Ciechocinek";"Ciechocinek";;"N";"1313";"29,76"
